Level,Part Number,Qty,Description,Revision,UM,Category,Source,VendorCode,ProductLine,Bin,PurchaseUM,MFG PartNo,MFG Name,Cost
1.10.2.4,      P-NFC-ZZ-999-31175,13,"5/16""-18 x 1.75"" Coupling Nut: Zinc Plated",,EA,Nor,P,FAS010,5,HWARE,EA,37818,Fastenal,1.17
1.10.2.5,      P-PFB-ZZ-999-38250,1,"3/8"" x 2.50"" Square Snapper Pin w/ Tab Lock",,EA,Nor,P,MCM010,5,HWARE,EA,98416A417,McMaster-Carr,2
1.10.2.6,      P-PFS-ZZ-999-38300,1,"3/8"" x 3.00"" Square Snapper Pin: Zinc Plated",,EA,Nor,P,FAS010,5,HWARE,EA,11121518,Fastenal,1.56
1.10.2.7,      P-QSQ-KB-999-00001,2,"6"" SS Wire Rope Lanyard: Loop-Tab: Black",,EA,Nor,P,PIV010,5,HWARE,EA,ARING1-47BNS1-P,Pivot Point,2.76
1.10.2.8,      P-WYL-UQ-999-31000,26,"5/16"" Split Lock Washer; 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,EA,1171065,Fastenal,0.07
1.10.3,    A-VSQ-TQ-003-00757,2,BEARCAT SAS HAND GRAB ASSEMBLY,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.10.3.1,      A-WSQ-SQ-003-00168,1,BEARCAT SAS HAND GRAB WELDMENT,,EA,NOR,P,FAB010,3,P3E,EA,WD3168,Fab Tech,
1.10.3.1.1,        F-DSP-UQ-003-00020,2,SAS HAND GRAB MOUNT PLATE,A,EA,PHT,F,FAB010,3,P3E,EA,SP3020,Fab Tech,
1.10.3.1.2,        F-DSP-UQ-003-00021,2,SAS HAND GRAB PIPE MOUNT,,EA,PHT,F,FAB010,3,P3E,EA,SP3021,Fab Tech,
1.10.3.1.3,        F-SST-UQ-003-00028,1,SAS HAND GRAB PIPE,,EA,PHT,F,FAB010,3,P3E,EA,ST3028,Fab Tech,
1.10.3.2,      P-FAR-UQ-999-19025-N,4,"3/16"" Dia 0.126-.0250"" Grip Range Aluminum Rivet",,EA,Nor,P,FAS010,5,HWARE,PG,155932,Fastenal,44.75
1.10.3.3,      P-PFB-ZZ-999-38250,4,"3/8"" x 2.50"" Square Snapper Pin w/ Tab Lock",,EA,Nor,P,MCM010,5,HWARE,EA,98416A417,McMaster-Carr,2
1.10.3.4,      P-QSQ-KB-999-00001,4,"6"" SS Wire Rope Lanyard: Loop-Tab: Black",,EA,Nor,P,PIV010,5,HWARE,EA,ARING1-47BNS1-P,Pivot Point,2.76
1.10.4,    A-VSQ-TQ-003-00758,4,SAS TRAY SUPPORT TUBE ASSEMBLY,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.10.4.1,      F-DST-SQ-003-00024,1,SAS TRAY SUPPORT TUBE,,EA,Nor,P,FAB010,3,P3E,EA,ST3024,Fab Tech,
1.10.4.2,      P-FAR-UQ-999-19025-N,1,"3/16"" Dia 0.126-.0250"" Grip Range Aluminum Rivet",,EA,Nor,P,FAS010,5,HWARE,PG,155932,Fastenal,44.75
1.10.4.3,      P-PFB-ZZ-999-38250,1,"3/8"" x 2.50"" Square Snapper Pin w/ Tab Lock",,EA,Nor,P,MCM010,5,HWARE,EA,98416A417,McMaster-Carr,2
1.10.4.4,      P-QSQ-KB-999-00001,1,"6"" SS Wire Rope Lanyard: Loop-Tab: Black",,EA,Nor,P,PIV010,5,HWARE,EA,ARING1-47BNS1-P,Pivot Point,2.76
1.10.5,    A-WSQ-SQ-003-00232,4,SAS SPANNER SLEEVE WELDMENT,A,EA,NOR,P,FAB010,3,P3E,EA,WD3232,Fab Tech,
1.10.5.1,      F-DSS-UQ-003-00061,1,SPANNER SLEEVE MOUNT TAB,A,EA,PHT,F,FAB010,3,P3E,EA,SS3061,Fab Tech,
1.10.5.2,      F-DST-UQ-003-00044,2,SAS FEMALE TUBE,,EA,PHT,F,FAB010,3,P3E,EA,ST3044,Fab Tech,
1.10.5.3,      F-SSS-UQ-003-00062,1,SPANNER SLEEVE SIDE BRACE,,EA,PHT,F,FAB010,3,P3E,EA,SS3062,Fab Tech,
1.10.6,    A-WSQ-SQ-003-00233,2,LOWER FEMALE SLEEVE WELDMENT,A,EA,NOR,P,FAB010,3,P3E,EA,WD3233,Fab Tech,
1.10.6.1,      F-DSS-UQ-003-00061,1,SPANNER SLEEVE MOUNT TAB,A,EA,PHT,F,FAB010,3,P3E,EA,SS3061,Fab Tech,
1.10.6.2,      F-DST-UQ-003-00044,1,SAS FEMALE TUBE,,EA,PHT,F,FAB010,3,P3E,EA,ST3044,Fab Tech,
1.10.6.3,      F-SSS-UQ-003-00062,1,SPANNER SLEEVE SIDE BRACE,,EA,PHT,F,FAB010,3,P3E,EA,SS3062,Fab Tech,
1.10.7,    A-WSQ-SQ-003-00234,2,SAS LOWER STAND OFF WELDMENT,,EA,NOR,P,FAB010,3,P3E,EA,WD3234,Fab Tech,
1.10.7.1,      F-DSP-UQ-003-00035,2,SAS STAND OFF MOUNT TAB,,EA,PHT,F,FAB010,3,P3E,EA,SP3035,Fab Tech,
1.10.7.2,      F-DST-UQ-003-00045,1,LOWER STAND OFF MALE TUBE,,EA,PHT,F,FAB010,3,P3E,EA,ST3045,Fab Tech,
1.10.7.3,      F-SSS-UQ-003-00063,1,SAS SPANNER END CAP,,EA,PHT,F,FAB010,3,P3E,EA,SS3063,Fab Tech,
1.10.8,    A-WSQ-SQ-003-00335,1,SAS SPANNER WELDMENT-RH,,EA,NOR,P,FAB010,3,P3E,EA,WD3335,Fab Tech,
1.10.8.1,      F-DSP-UQ-003-00034,8,LOWER STRINGER MOUNT TAB,,EA,PHT,F,FAB010,3,P3E,EA,SP3034,Fab Tech,
1.10.8.2,      F-DSS-UQ-001-00048,2,SAS SPANNER END CAP,,EA,PHT,F,FAB010,3,P3E,EA,SS1048,Fab Tech,
1.10.8.3,      F-DST-UQ-003-00043,2,SAS SPANNER MALE TUBE,,EA,PHT,F,FAB010,3,P3E,EA,ST3043,Fab Tech,
1.10.8.4,      F-SST-UQ-003-00064,1,SAS SPANNER TUBE,,EA,PHT,F,FAB010,3,P3E,EA,ST3064,Fab Tech,
1.10.9,    A-WSQ-SQ-003-00336,1,SAS SPANNER WELDMENT-LH,,EA,NOR,P,FAB010,3,P3E,EA,WD3336,Fab Tech,
1.10.9.1,      F-DSP-UQ-003-00034,8,LOWER STRINGER MOUNT TAB,,EA,PHT,F,FAB010,3,P3E,EA,SP3034,Fab Tech,
1.10.9.2,      F-DSS-UQ-001-00048,2,SAS SPANNER END CAP,,EA,PHT,F,FAB010,3,P3E,EA,SS1048,Fab Tech,
1.10.9.3,      F-DST-UQ-003-00043,2,SAS SPANNER MALE TUBE,,EA,PHT,F,FAB010,3,P3E,EA,ST3043,Fab Tech,
1.10.9.4,      F-SST-UQ-003-00064,1,SAS SPANNER TUBE,,EA,PHT,F,FAB010,3,P3E,EA,ST3064,Fab Tech,
1.10.10,    F-DSS-SQ-003-00024,10,BEARCAT SAS UPPER CLEVIS,,EA,Nor,P,FAB010,3,P3E,EA,SS3024,Fab Tech,
1.10.11,    F-DSS-SQ-003-00850,4,BEARCAT SAS GRATING PLATE,A,EA,Nor,P,FAB010,3,P3E,EA,SS3850,Fab Tech,
1.10.12,    P-FAR-UQ-999-19025-N,6,"3/16"" Dia 0.126-.0250"" Grip Range Aluminum Rivet",,EA,Nor,P,FAS010,5,HWARE,PG,155932,Fastenal,44.75
1.10.13,    P-FYH-UQ-998-10025-F,12,M10 x 25 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82600025A20000,Fastenal,22.08
1.10.14,    P-FYH-UQ-998-10060-F,16,M10 x 60 Hex Head Cap Screw; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M82600060A20000,Fastenal,2.13
1.10.15,    P-NYN-UQ-998-10000,28,M10 x 1.5 Nylock Nut; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2600000A20000,Fastenal,47.68
1.10.16,    P-PFR-ZZ-999-38175,6,"3/8"" x 1.75"" Round Snapper Pin: Zinc Plated",,EA,Nor,P,MCM010,5,HWARE,PG,98416A219,McMaster-Carr,2.16
1.10.17,    P-QSQ-KB-999-00001,6,"6"" SS Wire Rope Lanyard: Loop-Tab: Black",,EA,Nor,P,PIV010,5,HWARE,EA,ARING1-47BNS1-P,Pivot Point,2.76
1.10.18,    P-WYQ-UQ-998-10000,56,M10 x 20mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6400000A20000,Fastenal,7.8
1.10.19,    P3E-SAC-001-0016,4,SAS SAFETY RETENTION LANYARD,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,19
1.10.19.1,      P-QAQ-AB-999-00001,1,Locking Carabiner for SAS Lanyard,,EA,Nor,P,REI010,3,P3E,EA,,REI,8.28
1.10.19.2,      P-QMQ-QB-999-00042,1,SAS Safety Retention Lanyard,,EA,Nor,P,CAP001,3,P3E,EA,AMTC-B1083-BL,Aerial Machine and Tool,11.5
1.10.19.3,      P-QMQ-QQ-999-00043,1,Red and Black FOB,,EA,Nor,P,MOD010,3,P3E,EA,,Modern Combat Systems,6
